iter	Logloss
705	0.3283622119
706	0.3283420325
707	0.3283372306
708	0.328313316
709	0.3283120764
710	0.3282973517
711	0.3282781519
712	0.3282508421
713	0.3282505033
714	0.3282462696
715	0.32819736
716	0.3281834033
717	0.3281834028
718	0.3281831165
719	0.328139105
720	0.3281225812
721	0.3281224689
722	0.3281037232
723	0.3281029308
724	0.3280804034
725	0.3280557529
726	0.3280454201
727	0.328043903
728	0.3280286842
729	0.3280232522
730	0.3280214602
731	0.3280204143
732	0.3280194787
733	0.3279410252
734	0.3279400877
735	0.3279263291
736	0.3279061504
737	0.3279040946
738	0.3278841532
739	0.3278805246
740	0.3278802222
741	0.3278257264
742	0.3278256986
743	0.3278254969
744	0.3278218386
745	0.3277886519
746	0.3277872753
747	0.3277867666
748	0.3277827558
749	0.3277782458
750	0.327774642
751	0.3277735876
752	0.3277711321
753	0.3277645198
754	0.3277172328
755	0.3277016133
756	0.3276983704
757	0.3276983692
758	0.3276928468
759	0.3276928414
760	0.3276927711
761	0.3276318679
762	0.3276318675
763	0.3276206606
764	0.327589127
765	0.327586215
766	0.3275479138
767	0.3275473457
768	0.3275469062
769	0.3275461971
770	0.3275426956
771	0.3275208449
772	0.3275207947
773	0.3274983208
774	0.3274667929
775	0.3274422976
776	0.3274414694
777	0.3274371106
778	0.3274264026
779	0.3274252806
780	0.327425034
781	0.327423007
782	0.3274218588
783	0.3274195408
784	0.3274095821
785	0.3274029612
786	0.3273985369
787	0.327398504
788	0.327397443
789	0.3273484761
790	0.3273459392
791	0.3273154208
792	0.3273082139
793	0.3272990125
794	0.3272909067
795	0.3272845307
796	0.3272716932
797	0.3272694212
798	0.3272683557
799	0.3272642239
800	0.3272642234
801	0.3272623144
802	0.3272598178
803	0.3272350656
804	0.3272295526
805	0.3272250715
806	0.3272216759
807	0.3272022106
808	0.3271958141
809	0.327174122
810	0.3271356484
811	0.3271344645
812	0.3271090542
813	0.3271086521
814	0.3271085727
815	0.3271079749
816	0.3271079402
817	0.3271069305
818	0.3271066484
819	0.3271005459
820	0.3270996136
821	0.3270678166
822	0.3270670341
823	0.3270667401
824	0.3270211328
825	0.3270209394
826	0.3270209194
827	0.3270163937
828	0.3270147637
829	0.3269960681
830	0.3269675447
831	0.3269503921
832	0.3269503916
833	0.3269316153
834	0.3269258447
835	0.3269244074
836	0.3269243985
837	0.3269231854
838	0.3269093621
839	0.3269084477
840	0.3269073992
841	0.326904424
842	0.3269044071
843	0.3268876958
844	0.326867365
845	0.3268670319
846	0.3268630212
847	0.326863021
848	0.3268624039
849	0.3268585154
850	0.3268583255
851	0.3268583214
852	0.3268573103
853	0.3268504195
854	0.3268504145
855	0.326850304
856	0.3268485186
857	0.326848514
858	0.3268409674
859	0.3268399453
860	0.3268398504
861	0.3268175363
862	0.3268121989
863	0.3267917275
864	0.3267914649
865	0.3267834961
866	0.3267824716
867	0.3267631847
868	0.3267631699
869	0.3267577267
870	0.3267456609
871	0.3267455786
872	0.3267446273
873	0.3267429165
874	0.3267211709
875	0.3267210948
876	0.3267093306
877	0.3266972091
878	0.3266971985
879	0.3266867401
880	0.3266814654
881	0.3266697654
882	0.3266697555
883	0.3266581616
884	0.3266576625
885	0.3266557734
886	0.3266555723
887	0.3266531584
888	0.3266530993
889	0.3266474533
890	0.3266396049
891	0.3266190255
892	0.3265910269
893	0.326590835
894	0.3265889947
895	0.3265876698
896	0.3265824083
897	0.3265823979
898	0.3265782327
899	0.3265665407
900	0.3265552578
901	0.3265468062
902	0.3265465317
903	0.3265255818
904	0.3265255288
905	0.3265186889
906	0.3265129644
907	0.3265095999
908	0.3265072664
909	0.3264559348
910	0.3264515416
911	0.3264507789
912	0.3264502843
913	0.3264326127
914	0.3264313672
915	0.3264310369
916	0.3264023841
917	0.3264021688
918	0.3263964567
919	0.3263964561
920	0.326382946
921	0.3263766384
922	0.3263760313
923	0.3263730135
924	0.3263515781
925	0.3263480135
926	0.3263475615
927	0.3263475574
928	0.3263448367
929	0.3263431463
930	0.3263421904
931	0.3263421874
932	0.3263417733
933	0.3263408947
934	0.3263331675
935	0.326333032
936	0.3263329907
937	0.3263078283
938	0.3262583803
939	0.3262583747
940	0.326255416
941	0.3262549339
942	0.3262366167
943	0.3262363978
944	0.326236108
945	0.3262357465
946	0.3262350242
947	0.3262349278
948	0.32623292
949	0.3262327141
950	0.3262310303
951	0.3262125916
952	0.3262097008
953	0.3262028758
954	0.3262014446
955	0.3261995935
956	0.3261956997
957	0.3261954337
958	0.3261951479
959	0.3261940033
960	0.3261737888
961	0.3261696815
962	0.3261547786
963	0.3261539247
964	0.3261538133
965	0.3261293003
966	0.3261288686
967	0.3261031036
968	0.3260887961
969	0.3260788101
970	0.3260609752
971	0.3260606811
972	0.3260606804
973	0.3260519075
974	0.3260189738
975	0.3259800255
976	0.3259800061
977	0.3259792258
978	0.3259773322
979	0.3259647996
980	0.3259573549
981	0.3259493898
982	0.3259167317
983	0.3259164851
984	0.3258912585
985	0.3258894742
986	0.3258551414
987	0.3258545767
988	0.3258542138
989	0.3258515448
990	0.3258514843
991	0.3258514793
992	0.3258490719
993	0.3258462651
994	0.325838629
995	0.3258118544
996	0.3258091604
997	0.3257928437
998	0.325792564
999	0.3257912361
